Name,Address,City,Type,Submitted Amount,Allowed Amount,Medicare Payment Amount
"CERDA, OSCAR",4522 FREDERICKSBURG RD SUITE A14,SAN ANTONIO,Family Practice,59732,39089.53,26367.31
"BOYD, DANIEL R",45 NE LOOP 410 SUITE 900,SAN ANTONIO,Anesthesiology,191184,32875.28,26310.19
"DOBSON, MICKEY B",4242 MEDICAL DR SUITE 3100,SAN ANTONIO,Anesthesiology,162054,31175.41,26244.41
"MERCHANT-MCCAMBRY, TAMARA J",1200 BROOKLYN AVE SUITE 150,SAN ANTONIO,Colorectal Surgery (formerly proctology),55350.95,33700.29,26214.56
"BULLOCK, DELIA E",903 WEST MARTIN MS 19-2,SAN ANTONIO,Internal Medicine,110921,41624.9,26209.98
"CARTER-RUBENSTEIN, VAUCHERIA",1303 MCCULLOUGH AVE SUITE 229,SAN ANTONIO,Anesthesiology,193476,33292.65,26140.64
"DAVILA, INOCENCIO A",19958 PARK RNCH ,SAN ANTONIO,Anesthesiology,207564,29774.85,26133.63
"WOODARD, RUSSELL L",8042 WURZBACH RD STE 310,SAN ANTONIO,General Surgery,65191,34769.71,26108.12
"GONZALES, GEOFFREY M",7400 BARLITE BOULEVARD ,SAN ANTONIO,Nurse Practitioner,86747,39424.72,26079.7
"GEORGES, REBEKAH L",333 N SANTA ROSA ST SUITE F4703,SAN ANTONIO,Family Practice,59291.94,36234.33,25948.22
"ARGUMEDO, JENNIFER M",701 S ZARZAMORA ST ,SAN ANTONIO,Endocrinology,49916,32917.88,25910.8
"BROWN, SHANNA J",4502 MEDICAL DR ,SAN ANTONIO,Ophthalmology,52374,34142.53,25891.81
"CONWAY, BRUCE E",8042 WURZBACH RD STE 310,SAN ANTONIO,General Surgery,69701.15,33849.84,25890.41
"REASNER, CHARLES","701 S. ZARZAMORA, MS 3-5 ",SAN ANTONIO,Endocrinology,62981.08,33341.48,25872.43
"CHU, VINCENT W",4502 MEDICAL DR ,SAN ANTONIO,Diagnostic Radiology,155241,32456.47,25868.8
"MARK, JAMES E",4383 MEDICAL DR ,SAN ANTONIO,Surgical Oncology,99227.94,33101.79,25865.58
JAR DBA PREMIER MEDICAL IMAGING,2115 PLEASANTON RD SUITE 102,SAN ANTONIO,Independent Diagnostic Testing Facility,134796.96,32584.75,25813.07
"RODRIGUEZ, DAVID",7703 FLOYD CURL DR ,SAN ANTONIO,Physician Assistant,65250,38031.57,25811.36
"HUDGINS, STEPHEN R",2313 N W MILITARY HWY SUITE 117,SAN ANTONIO,Chiropractic,43817,34541.52,25798.45
"MARMOL-VELEZ, JUAN A",527 N LEONA ST ,SAN ANTONIO,Cardiology,103017,36487.48,25699.13
"DIAZ, ROBERTO J",2425 BABCOCK RD STE 108 ,SAN ANTONIO,Interventional Pain Management,81411.8,32930.57,25698.64
"YOUNG, ROBERT M",7922 EWING HALSELL DR SUITE 470,SAN ANTONIO,Obstetrics/Gynecology,49193.03,37296.76,25688.81
"BOONE, CARLY J",7254 BLANCO RD STE 201,SAN ANTONIO,Physician Assistant,74876.82,37197.53,25651.78
"DAUGHTRY, JASON R",315 N SAN SABA SUITE 100,SAN ANTONIO,Optometry,56881,36256,25633.84
"ADELMAN, SAMUEL",8534 VILLAGE DR ,SAN ANTONIO,Dermatology,53460,39856.16,25624.07
"BENAVIDES, EDGARDO",12650 NACOGDOCHES RD ,SAN ANTONIO,Family Practice,52510,35613.63,25599.56
"RAJA, RAJIV",111 DALLAS ST ,SAN ANTONIO,Anesthesiology,266472,32057.74,25583.47
"OGDEN, WILLIAM D",6800 IH10 WEST STE 300,SAN ANTONIO,Cardiac Surgery,189227,31771.91,25417.52
"CASTILLO, ROBERT",540 OAK CENTRE DR SUITE 220,SAN ANTONIO,Podiatry,49965,35511.9,25398.61
"SAMANIEGO, HECTOR X",4257 NW LOOP 410 ,SAN ANTONIO,Family Practice,56915,41568.75,25327.71
"AGOSTON, ILDIKO",8300 FLOYD CURL DR 3RD FL - 3B,SAN ANTONIO,Cardiology,85447,33313.23,25261.8
"MOK, WILLIAM L",45 NE LOOP 410 SUITE 900,SAN ANTONIO,Anesthesiology,189183.6,32139.74,25224.81
"GONZALEZ, DAVID",8026 FLOYD CURL DR ,SAN ANTONIO,Psychiatry,45678.34,39382.98,25215.38
"ELLIOTT, BOYCE",4242 MEDICAL DR SUITE 7100,SAN ANTONIO,Psychiatry,86240,41263.34,25204.16
"AKRAM, MUHAMMAD",4502 MEDICAL DR ,SAN ANTONIO,Family Practice,71977,35910.87,25190.3
"JAHED, ABDUL Z",7400 MERTON MINTER BLVD ,SAN ANTONIO,Family Practice,33958.53,33958.53,25137.82
"GREEMAN, NELSON",249 E HILDEBRAND AVE ,SAN ANTONIO,Optometry,36994,35475.71,25070.75
"PAGE, GREGORY A",1715 MCCULLOUGH AVE ,SAN ANTONIO,Internal Medicine,82327.58,31514.12,25061.01
"URREA-BOTERO, GABRIEL A",720 PLEASANTON RD ,SAN ANTONIO,Family Practice,64439.5,32095.06,25040.38
"COHEN, ANDREW M",6609 BLANCO RD SUITE #155,SAN ANTONIO,Podiatry,39875,34133.09,24880.27
"CENTENO, MICHAEL A",2241 NW MILITARY HWY SUITE 200,SAN ANTONIO,Family Practice,59934.16,40481.82,24807.58
"MCCORVEY, BARBARA",4502 MEDICAL DR ,SAN ANTONIO,Diagnostic Radiology,84858,27610.85,24806.16
"HEIM-HALL, JOSEFINE",7703 FLOYD CURL DR MC 7977,SAN ANTONIO,Pathology,92504,31457.46,24770.4
"LUNDBLADE, DEBORAH D",45 NE LOOP 410 SUITE 900,SAN ANTONIO,Anesthesiology,185772,31042.03,24746.41
"ALCANTARA, MARIO A",1200 BROOKLYN AVE SUITE 150,SAN ANTONIO,Colorectal Surgery (formerly proctology),48960.5,31851.03,24721.49
"DELANEY, TODD A",4242 MEDICAL DR SUITE 3100,SAN ANTONIO,Anesthesiology,153269,30549.21,24693.21
"DEMPSEY, MICHAEL L",7500 BARLITE BLVD SUITE 311,SAN ANTONIO,Podiatry,52507,34330.12,24615.87
"DAREDIA, SHIRMEEN L",720 PLEASANTON RD ,SAN ANTONIO,Podiatry,64810.52,32137.53,24579.35
"BARNES, DEBRA M",17323 1H 35 NORTH SUITE 110,SCHERTZ,Optometry,39086.69,37241.57,24482.32
"SAGAR, SANDEEP",8300 FLOYD CURL DR 3RD FL - 3B,SAN ANTONIO,Cardiology,82238,32615.34,24472.12
"HAWORTH, BRIAN J",16607 BLANCO RD SUITE 603,SAN ANTONIO,Anesthesiology,234640,31808.74,24462.09
"WINSTON, JOHN H",19016 STONE OAK PKWY SUITE 150,SAN ANTONIO,Colorectal Surgery (formerly proctology),56910,30611.02,24448.8
"RUDOLPH, DIANNE M",5282 MEDICAL DR SUITE 312,SAN ANTONIO,Nurse Practitioner,45156.75,31049.17,24433.42
"MACPHERSON, GLEN D",2833 BABCOCK RD STE 105,SAN ANTONIO,Emergency Medicine,227505,31913.73,24325.75
"NICOLAS, MARLO M",4502 MEDICAL DR ,SAN ANTONIO,Pathology,89934,30545.37,24217.25
"SHARKEY, FRANCIS",7703 FLOYD CURL DR ,SAN ANTONIO,Pathology,90702,30702.06,24192.88
"BOYD, JEREMY T",15900 LA CANTERA PKWY SUITE 20265,SAN ANTONIO,Nurse Practitioner,147824,30872.91,24106.18
"CORMIER, TANEISHA R",4502 MEDICAL DR ,SAN ANTONIO,Internal Medicine,44349.32,30393.86,24038.91
"ANDERSON, FRANKLIN L",6 W OAKS CT ,SAN ANTONIO,Anesthesiology,112027,30164.25,24019.46
SONTERRA ENDOSCOPY CENTER LTD,225 E SONTERRA BLVD SUITE 101,SAN ANTONIO,Ambulatory Surgical Center,140300,31082.87,24000.3
"BARROWS, RICK D",1611 COMMERCIAL AVE ,SAN ANTONIO,Chiropractic,49397,33004.14,23999.75
"SCHLOSBERG, KELLY S",111 DALLAS ST ,SAN ANTONIO,Emergency Medicine,109039,31711.51,23958.88
"SUTTON, JENNEFER C",3619 PAESANOS PARKWAY SUITE 206,SAN ANTONIO,Family Practice,65349,34051.91,23913.27
"MUMTAZ, MEHNAZ",701 S ZARZAMORA ST # MS 12-5 ,SAN ANTONIO,Family Practice,56915,37682.8,23833.77
"AREVALO, THEODORE",4502 MEDICAL DR ,SAN ANTONIO,Internal Medicine,62231,31320.24,23819.47
"OWEN, COURTNEY L",7071C SAN PEDRO AVE ,SAN ANTONIO,Chiropractic,36403.26,33403.86,23790.22
"CONTRERAS, EDDY","415 EMBASSY OAKS SUITE, 201",SAN ANTONIO,Optometry,65460,30877.35,23779.49
"HUNTSINGER, JOHN D",45 NE LOOP 410 SUITE 900,SAN ANTONIO,Anesthesiology,152900,29719.65,23775.77
"OAKES, SANDRA L",4647 MEDICAL DR ,SAN ANTONIO,Family Practice,65558,32040.33,23743.76
"ELTON, JOHN PAUL S",4502 MEDICAL DR ,SAN ANTONIO,Orthopedic Surgery,92021,32667.32,23715.6
"MCALLISTER, CHRISTOPHER J",7703 FLOYD CURL DR MC7798,SAN ANTONIO,Physical Medicine and Rehabilitation,83756,30893.82,23697.66
"WOLF, EDWARD A",4242 MEDICAL DR SUITE 3100,SAN ANTONIO,Anesthesiology,153772,29993.46,23690.11
"KLUFAS, ROMAN Y",6102 FM 3009 SUITE 100,SCHERTZ,Optometry,36465,34887.68,23683.51
"TANO, LEONEL",711 WEST KIRK PL. ,SAN ANTONIO,General Practice,35277,33902.78,23641.4
"COOPER, KELLY A",12709 TOEPPERWEIN RD STE 101 ,LIVE OAK,Physician Assistant,705752,23874.08,23563.54
"EMERY, RICHARD E",4242 MEDICAL DR SUITE 3100,SAN ANTONIO,Anesthesiology,146981,30566.44,23547.46
"KATZ, MARK A",9150 HUEBNER RD SUITE 330,SAN ANTONIO,Hand Surgery,120786,30838.22,23535.86
"MACDONALD, SARA",5107 MEDICAL DR ,SAN ANTONIO,Registered Dietician/Nutrition Professional,44775,24156.29,23525.14
"WRIGHT, RANDY P",527 N LEONA ST ,SAN ANTONIO,Gastroenterology,116988,31261.84,23486.68
"PANDAY, MANOJ M",7703 FLOYD CURL DR MAIL CODE 7872,SAN ANTONIO,Cardiology,81982,31563.99,23480.01
"TREVINO, LUCINA B",507 PLEASANTON RD SUITE 101,SAN ANTONIO,Family Practice,46280,34422.96,23430.14
"RHODES, BRANT D",2829 BABCOCK RD 710,SAN ANTONIO,Occupational therapist,138977.04,29798.04,23423.76
"RIOS, KIMBERLY A",606 SW MILITARY DR ,SAN ANTONIO,Physical Therapist,56658,31428.56,23409.05
"LEYTHAM, THOMAS J",20821 US HWY 281 N SUITE 122,SAN ANTONIO,Family Practice,62188.92,30937.11,23400.9
"THORNTON, CELESTE",4775 HAMILTON WOLFE RD STE 1 ,SAN ANTONIO,Physician Assistant,79255,33867.19,23395.64
"MITCHELL, ANGELA W",1625 CLOUDY BRK ,SCHERTZ,Nurse Practitioner,63760,33072.14,23391.44
SALSA SLEEP APNEA LABS OF SAN ANTONIO INC,2391 NE LOOP 410 SUITE 204,SAN ANTONIO,Independent Diagnostic Testing Facility,92500,30512.21,23363.14
"POLIQUIN, BRIAN D",7579 N LOOP 1604 W SUITE 100,SAN ANTONIO,Physician Assistant,81530,41692.97,23362.03
"DORNBLUTH, NELLA C",4502 MEDICAL DR ,SAN ANTONIO,Diagnostic Radiology,81719,26576.41,23344.16
"GOREE, COLLEEN G",3031 W IH 10 ,SAN ANTONIO,Nurse Practitioner,69299,41506.31,23301.43
"ZAGORIN, LAZARO",94 BRIGGS ST #300,SAN ANTONIO,Family Practice,59650,33335.74,23292.7
"BOURNE, RYAN N",8715 VILLAGE DR SUITE 400,SAN ANTONIO,Cardiology,45293,30057.31,23274.31
"DARROW, PAUL A",2710 DANBURY ST ,SAN ANTONIO,Optometry,33924,33743.96,23211.65
"ADAMS, SANDRA",4647 MEDICAL DR ,SAN ANTONIO,Critical Care (Intensivists),74810,29086.54,23186.54
"SHARP, RICHARD P",415 EMBASSY OAKS SUITE 201,SAN ANTONIO,Optometry,65520,32363.88,23179.24
"POWERS, KELLY M",45 NE LOOP 410 SUITE 900,SAN ANTONIO,CRNA,166800,29313.56,23172.42
"OCAMPO, GLORIA L",701 S ZARZAMORA ST # MS 3/5 ,SAN ANTONIO,Endocrinology,47574,30799.02,23129.25
"HSIEH, GEORGE",8042 WURZBACH #310 ,SAN ANTONIO,General Surgery,69630,29477.29,23102.44
"RAMIREZ-ESTRADA, DAISY R",2130 NE LOOP 410 STE 325 ,SAN ANTONIO,Family Practice,40323.4,30402.87,23094.54
"FLORES, CARLOS",111 DALLAS ST ,SAN ANTONIO,Physician Assistant,106153,29382.9,22988.71
"MONTGOMERY, MICHAEL T",7551 CALLAGHAN RD #210,SAN ANTONIO,Oral Surgery (dentists only),38655,31950.82,22988.12
"KASHYAP, VIKRAM",4242 MEDICAL DR SUITE 6300,SAN ANTONIO,Psychiatry,40955,29228.84,22931.76
"COLE, SUSAN J",7272 WURZBACH RD SUITE 601,SAN ANTONIO,Licensed Clinical Social Worker,78900,37831.93,22897.98
"PATTESON, PAT K","333 N SANTA ROSA AVE CENTER FOR CHILDREN & FAMILIES, 4TH FLOOR, CLINIC A",SAN ANTONIO,Family Practice,46383.16,31308.66,22895.62
"WHITING, GARY S",8607 WURZBACH RD SUITE V-104,SAN ANTONIO,Clinical Psychologist,53920,38231.33,22881.62
"OLALOWO, CELINAH O",7330 SAN PEDRO AVE SUITE 540,SAN ANTONIO,Internal Medicine,61027,29148.31,22848.43
"ANGELOS, ERIN L",3333 RESEARCH PLZ ,SAN ANTONIO,Family Practice,38864.49,28428.19,22848.31
"PELLA, RUSSELL D",8300 FLOYD CURL DR 4TH FLOOR -4A,SAN ANTONIO,Clinical Psychologist,83113,30875.35,22839.32
"VARGAS, DANIEL M",8042 WURZBACH RD SUITE 310,SAN ANTONIO,General Surgery,60464,28992.39,22827.42
"DAVENPORT, JAMES A",4242 MEDICAL DR SUITE 3100,SAN ANTONIO,Anesthesiology,140121,28984.08,22814.17
"HORVATH, EDWARD E",8715 VILLAGE DR #608,SAN ANTONIO,General Surgery,49538.26,28519.82,22795.04
"HILL, LINDA L",6800 IH 10 W 350,SAN ANTONIO,Certified Clinical Nurse Specialist,110318,32247.94,22769.05
"RUIZ, DILMA C",155 E SONTERRA BLVD SUITE 201,SAN ANTONIO,General Surgery,62101.74,29164.93,22740.88
"GOLDSTEIN, THOMAS J",6301 NW LOOP 410 SUITE N401B,SAN ANTONIO,Optometry,38275,36415.53,22694.21
"SWIFT, HENRY H",15203 WAYSIDE OAKS ,SAN ANTONIO,Podiatry,40379.36,29650.92,22678.47
"JOHNSTON, MARK R",19026 STONE OAK PKWY STE 110,SAN ANTONIO,Audiologist (billing independently),105579.32,30911.34,22644.68
"AHSAN, SYED K","903 W. MARTIN, MS 49-2",SAN ANTONIO,Family Practice,47741,30794.8,22591.61
"CYR, ROBERT P",730 N MAIN AVE STE 712,SAN ANTONIO,Podiatry,60349.96,28177.49,22568.01
"KISH, JENNIFER C",20322 HUEBNER RD STE 105,SAN ANTONIO,Physical Therapist,52840,29227.92,22562.13
"COLE, MIKA K",8001 BROADWAY ST ,SAN ANTONIO,Allergy/Immunology,41210.71,28939.22,22452.55
WALGREEN CO,3801 FM 3009 ,SCHERTZ,Mass Immunization Roster Biller,22448.8,22448.8,22448.8
"GONZALEZ, ABELARDO G",45 NE LOOP 410 SUITE 900,SAN ANTONIO,Anesthesiology,181200,27166.63,22416.15
"SPEEG, KERMIT",7703 FLOYD CURL DR MC 7977,SAN ANTONIO,Gastroenterology,62401,28666.1,22407.92
"SHARP, CAREY B",13722 EMBASSY ROW ,SAN ANTONIO,Family Practice,58587,33462.45,22309.24
"RODRIGUEZ, JOSE R",7838 BARLITE BLVD ,SAN ANTONIO,Physician Assistant,923600,28730.22,22307.37
"ADCOCK, GERALD R",3453 IH35 NORTH SUITE 207 B ,SAN ANTONIO,Physical Therapist,47724,28453.56,22282.06
"STOCKER, ALLISON J",516 LEXINGTON AVE ,SAN ANTONIO,Dermatology,59000,30867.75,22246.07
"VILLARREAL, ALFREDO D",527 N LEONA ST # MS 38-2 ,SAN ANTONIO,Physician Assistant,64760,30466.66,22219.9
"MIRANDA, ABEL",7355 BARLITE BLVD STE 301 ,SAN ANTONIO,Physician Assistant,49622,32670.7,22212.48
"NEVELOW, JOHN M",19190 STONE OAK PKWY SUITE 120,SAN ANTONIO,Optometry,36980,30615.73,22198.77
"MEHTA, SMITA",8800 VILLAGE DR. STE 101,SAN ANTONIO,Physical Therapist,87406,27750.82,22169.55
"LINCOLN, KATHERINE A",5710 WALZEM RD ,SAN ANTONIO,Family Practice,78822,32924.99,22155.89
"AUSBURN, EDITH N",3414 RIVER PATH ST ,SAN ANTONIO,Licensed Clinical Social Worker,83650,38538.67,22137.89
"GUERRERO, JUAN",7703 FLOYD CURL DR MC 7977,SAN ANTONIO,Internal Medicine,77531,29108.71,22069.16
"OVERLEY, SCOTT H",45 NE LOOP 410 SUITE 900,SAN ANTONIO,Anesthesiology,213396,27066.84,22043.8
"CLARK, ANTHONY E",45 NE LOOP 410 SUITE 400,SAN ANTONIO,Anesthesiology,160164,27532.44,22025.93
"CASTILLO, OPHELIA",16620 N US HIGHWAY 281 STE 300 ,SAN ANTONIO,Nurse Practitioner,56667,27593.84,22009.58
"HERNANDEZ, RAYMOND H",505 HOWARD ST ,SAN ANTONIO,Family Practice,45785,31154.37,21894.33
"CARTER, VICTORIA",4647 MEDICAL DR ,SAN ANTONIO,Neurology,58415,29174.73,21884.69
"DAVIS, JOHN B",7400 BARLITE BLVD ,SAN ANTONIO,Nurse Practitioner,201075,29239.46,21873.89
"GONZALEZ, ANNIKA M","333 N SANTA ROSA CENTER FOR CHILDREN & FAMILIES, 4TH FLOOR",SAN ANTONIO,Family Practice,44642.64,30020.8,21855.91
"SHEBETKA, KARRY A",4438 CENTERVIEW ,SAN ANTONIO,Podiatry,76308,28848.61,21839.58
"THOMPSON, JULIE M",7703 FLOYD CURL DR ,SAN ANTONIO,Anesthesiology,142187,27395.22,21827.49
"MARTIN, DENNIS W",3906 ANGEL TRUMPET ,SAN ANTONIO,CRNA,394470,27455.01,21824.67
"LEE, THERESIA L",4499 MEDICAL DR STE 120,SAN ANTONIO,Anesthesiology,70008,28804.28,21795.68
"LEAS, PATRICK M",3818 S NEW BRAUNFELS AVE ,SAN ANTONIO,Optometry,45763.98,31697.86,21776.19
"SOECHTING, HENRY W",45 NE LOOP 410 SUITE 900,SAN ANTONIO,Anesthesiology,162408,27579.07,21775.72
"KELLEY, MARGARET A",4115 E SOUTHCROSS BLVD SUITE 102,SAN ANTONIO,Obstetrics/Gynecology,48295,28285.23,21763.62
"LACIVITA, KATHY A",701 S ZARZAMORA ST # MS 3/5 ,SAN ANTONIO,Endocrinology,44696,29112.37,21661.74
"EARP, DEAN A",150 E SONTERRA BLVD SUITE 220,SAN ANTONIO,Family Practice,39594,30247.68,21645.83
"OLIVER, BOYCE B",1303 MCCULLOUGH AVE SUITE 235,SAN ANTONIO,General Surgery,78906,29450.95,21586.6
"CEPEDA-DAVILA, EDUARDO",910 SAN PEDRO AVE ,SAN ANTONIO,Pulmonary Disease,51040,27362.08,21553.29
"FRAYSER, SHELLY F",3851 ROGER BROOKE DR EMERGENCY DEPARTMENT,SAN ANTONIO,Emergency Medicine,196749,27056.85,21551.93
"WELMAKER, DENISE D",228 ROCKHILL DR ,SAN ANTONIO,Licensed Clinical Social Worker,71080,36948.15,21548.91
"GROSSKOPF, LARRY G",6711 S NEW BRAUNFELS AVE STE 100 ,SAN ANTONIO,Clinical Psychologist,50909.63,34920.66,21541.47
"RITTER, STEVEN E",12619 POINT SOUND ,SAN ANTONIO,Dermatology,64606,27099.94,21533.69
"VELEZ, ANGELA M",7703 FLOYD CURL DR DEPT OF ,SAN ANTONIO,Psychiatry,79074,32110.89,21495.08
"ROCHA, TAMI R",8870 US HIGHWAY 87 E ,SAN ANTONIO,Physician Assistant,71748,33842,21383.21
"CLINKSCALES, CHRISTOPHER P",45 NE LOOP 410 SUITE 900,SAN ANTONIO,Anesthesiology,167784,26838.57,21360.66
"SCRIBBICK, FRANK W",701 S ZARZAMORA ST ,SAN ANTONIO,Ophthalmology,48471,28896.78,21342.57
"BIRNBAUM, LEE A",7703 FLOYD CURL DR MAIL CODE 7977,SAN ANTONIO,Neurology,54789,27358.98,21333.38
"KICHURA, KENNETH R",15502 HUEBNER RD 113,SAN ANTONIO,Physical Therapist,46496,27568.89,21302.27
"RENTERIA, HENRY",1339 FAIR AVE ,SAN ANTONIO,Family Practice,46220,30066.48,21293.94
"MARTINEZ, JOAQUIN",45 NE LOOP 410 SUITE 900,SAN ANTONIO,Anesthesiology,158208,26727.68,21279.77
"MARTIN, PATRICK W",17323 IH 35 N ,SCHERTZ,Chiropractic,31188.32,30467.04,21254.1
"SANDHAUS, JERRY M",6428 BANDERA ROAD ,SAN ANTONIO,Physician Assistant,57334.31,29813.16,21241.57
"PHELPS, CYNTHIA G",13417 SAN PEDRO AVE STE B ,SAN ANTONIO,Optometry,36901,30826.61,21231.91
"GARZA, ERIKA",3326 SE MILITARY DR SUITE 104,SAN ANTONIO,Family Practice,40904.28,30739.01,21207.78
"SWEENEY, ELIZABETH A",4502 MEDICAL DR ,SAN ANTONIO,Physician Assistant,93193,29617.6,21207.26
"MCELVANY, KIMBERLY K",4242 MEDICAL DR STE 3100 ,SAN ANTONIO,Anesthesiology,151185,31451.57,21204.79
"SWITZER, TED W",14719 SIR HUON ST ,SAN ANTONIO,Emergency Medicine,163758,26917.12,21176.34
"CROCKETT, RICHARD W",45 NE LOOP 410 SUITE 900,SAN ANTONIO,Anesthesiology,154992,26469.23,21173.43
"BENAVIDES, GERMAN",7333 BARLITE BLVD SUITE 310,SAN ANTONIO,Orthopedic Surgery,50196,29359.59,21140.6
"BALLESTEROS, MARIA D","333 N SANTA ROSA CENTER FOR CHILDREN & FAMILIES, 4TH FLOOR",SAN ANTONIO,Family Practice,44585.73,30016.24,21122.03
"CALDAROLA, VINCENT T",20550 HUEBNER RD APT 129,SAN ANTONIO,General Surgery,71350,26399.61,21119.39
"THORNTON, WILLIAM D",45 NE LOOP 410 SUITE 900,SAN ANTONIO,Anesthesiology,157140,26763.22,21110.33
"BECK, JOSHUA B",3338 OAKWELL CT STE 107 ,SAN ANTONIO,Family Practice,55554.74,31025.55,21076.86
"CUDA, DARRYL D",8800 VILLAGE DR SUITE 101,SAN ANTONIO,Orthopedic Surgery,63043,29525.15,21062.01
"MANIFOLD, CRAIG A",111 DALLAS ST EMERGENCY ROOM,SAN ANTONIO,Emergency Medicine,83786,26309.43,21035.41
"CONLIN, GISELLE M",4242 MEDICAL DR SUITE 3100,SAN ANTONIO,Anesthesiology,165036,26171.23,20967.61
"FISHER, DAVID J",7950 FLOYD CURL DR STE. 904,SAN ANTONIO,Plastic and Reconstructive Surgery,71230,27171.98,20926.88
"MARTINEZ, MIGUEL J",2829 BABCOCK RD SUITE407,SAN ANTONIO,Allergy/Immunology,37313,27876.33,20858.35
"ATTIA, AHMED",7940 FLOYD CURL DR STE 1030 ,SAN ANTONIO,Anesthesiology,39275,26844.52,20850.98
"LAMB, HEATHER H",999 E BASSE RD #105,SAN ANTONIO,Physician Assistant,51608.54,28529.72,20836.65
"MURPHY, KIM D",301 N FRIO ST ,SAN ANTONIO,Pathology,31723.52,26473.95,20796.69
"MARTENS, AUTUMN",15502 HUEBNER RD 113,SAN ANTONIO,Physical Therapist,42440,25941.39,20754.27
"ROTTER, DAVID H",311 CAMDEN ST SUITE 208,SAN ANTONIO,Diagnostic Radiology,98595.56,26602.07,20721.8
"ANGEL, LUIS F",7979 WURZBACH RD ,SAN ANTONIO,Pulmonary Disease,100353,26399.07,20664.1
"KONDURIS, HELEN F",9901 IH 10 W STE 800 ,SAN ANTONIO,Occupational therapist,55545,26021.37,20661.57
"BEAVER, GAIL",8870 US HIGHWAY 87 E ,SAN ANTONIO,Nurse Practitioner,55040,30052.11,20636.4
"SUMNER, KEITH N",45 NE LOOP 410 SUITE 900,SAN ANTONIO,Anesthesiology,156096,26292.47,20631.01
"LASTER, DAN",7703 FLOYD CURL DR MC 7977,SAN ANTONIO,Diagnostic Radiology,87297,27090.15,20617.31
"ZGONIS, THOMAS",701 S ZARZAMORA ,SAN ANTONIO,Podiatry,71496,27485.86,20609.62
"GILLARD, MARIJAN",7330 SAN PEDRO STE. 405,SAN ANTONIO,Family Practice,59648,29746.83,20601.52
"DATTA, PAROMITA",9102 FLOYD CURL DR ,SAN ANTONIO,Medical Oncology,65454.94,26681.63,20586.36
"DEBERRY, BRITTANY B",8042 WURZBACH RD STE 310,SAN ANTONIO,General Surgery,53275.25,26786.8,20580.4
"HARLE, MARK",4242 MEDICAL DR SUITE 1300,SAN ANTONIO,Anesthesiology,128103,26366.91,20560.13
"ORTIZ, DAVID D","333 N SANTA ROSA AVE 4TH FLOOR, CLINIC C",SAN ANTONIO,Family Practice,43252.08,29124.22,20540.47
"WINGFIELD, CECIL W",616 W RUSSELL PL ,SAN ANTONIO,Clinical Psychologist,47205,34112.44,20508.35
"CHIN, KAREN D",111 DALLAS ST EMERGENCY ROOM,SAN ANTONIO,Emergency Medicine,80941,26067.46,20468.2
"MARUSICH, JUAN PABLO",45 NE LOOP 410 STE 900 ,SAN ANTONIO,Anesthesiology,178956,25441.05,20454.13
"PRICE, MARTIN C",311 CAMDEN STREET #208,SAN ANTONIO,Diagnostic Radiology,98080,25604.31,20433.69
"APOPOT, MARY ANN",315 N SAN SABA STE 102,SAN ANTONIO,Certified Clinical Nurse Specialist,45953,24892.46,20430.7
"CARDENAS, CARLOS A",1303 MCCULLOUGH AVE SUITE GL70,SAN ANTONIO,Obstetrics/Gynecology,47668,26410.79,20395.53
"CLIFTON, J C",45 NE LOOP 410 STE 900 ,SAN ANTONIO,Anesthesiology,155340,25229.28,20392.5
"KARNES, JONATHAN",903 WEST MARTIN ,SAN ANTONIO,Family Practice,62877,27547.52,20385.56
"GARCIA, STEPHEN D",16607 BLANCO RD STE 303 ,SAN ANTONIO,Anesthesiology,193424,26143.31,20364.83
"ROSEN, LAURENCE",45 NE LOOP 410 SUITE 900,SAN ANTONIO,Anesthesiology,148584,25433.29,20346.71
"HAYS, BARRETT K",7500 BARLITE BLVD STE 209,SAN ANTONIO,Family Practice,62517.98,31006.63,20341.29
"CROUCH, DAVID M",8038 WURZBACH RD ,SAN ANTONIO,General Surgery,47410,23912.86,20322.33
"CARDENAS, MICHAEL A",8042 WURZBACH RD STE 310,SAN ANTONIO,General Surgery,41184,27989.43,20288.97
"AUNG, KO KO",7703 FLOYD CURL DR MAIL CODE 7977,SAN ANTONIO,Internal Medicine,66307,32002.28,20283.77
"WULFSOHN, NORMAN L",45 NE LOOP 410 SUITE 900,SAN ANTONIO,Anesthesiology,147108,25351.28,20281
"RASTRELLI, LEONARD M",4242 MEDICAL DR STE 3100 ,SAN ANTONIO,Anesthesiology,121441,25329.35,20263.56
"STAUBER, ROSEMARY J",147 W. SUNSET AVE STE 101,SAN ANTONIO,Clinical Psychologist,55400,35786.73,20184.07
"SCHMIT, DAVID R",4502 MEDICAL DR ,SAN ANTONIO,Internal Medicine,51103,25429.6,20160.76
"KNIKER, WILLIAM T",2414 BABCOCK RD SUITE 109,SAN ANTONIO,Allergy/Immunology,35129,28145.64,20118.89
"RAMSEY, CHRISTINA E",4539 BARNARD ML ,SAN ANTONIO,Nurse Practitioner,30774.64,25906.01,20100.19
"FINLEY, MARGARET R",315 N SAN SABA ,SAN ANTONIO,Geriatric Medicine,52602,26232.15,20098.86
"FLORES, ARTHUR A",7834 BROADWAY ST APT 507 ,SAN ANTONIO,Clinical Psychologist,55025,33421.38,20051.98
